Compound_id,pChEMBL Value,smiles
CHEMBL462011,5.89,CN(C)CCNC(=O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL467591,,O=[N+]([O-])c1ccc(CNc2nc(NCc3cccc(C(F)(F)F)c3)nc3[nH]cnc23)cc1
CHEMBL471329,,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)ccc2n1CCCc1nnn[nH]1
CHEMBL472542,,NC(=O)CCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL476124,,NC(=O)c1sc2c([N+](=O)[O-])cc(C(F)(F)F)cc2[n+]1[O-]
CHEMBL476236,,O=C1c2[nH]cc(-c3ccc(Cl)cc3)c2-n2cccc21
CHEMBL476541,4.8,CN(C)Cc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12
CHEMBL476726,5.91,O=c1cc(-c2ccccc2)oc2c(CN3CCCC3)c(O)c(O)c(O)c12
CHEMBL476727,5.89,O=c1cc(-c2ccccc2)oc2c(CN3CCCCC3)c(O)c(O)c(O)c12
CHEMBL476851,5.05,COc1ccc(-c2c[nH]c3c2-n2cccc2/C3=N/O)cc1OCc1ccccc1
CHEMBL476907,,CC1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)CCN1C
CHEMBL477063,4.83,COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477064,4.6,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477073,,C[C@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)C[C@@H](C)N1C
CHEMBL477077,,C[C@H]1CN(C)[C@H](C)CN1c1ccc(N/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1
CHEMBL477155,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCCCC1
CHEMBL477259,5.51,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C4CCCC4)cc32)cc1O
CHEMBL477770,5.98,CN(C)Cc1c(O)c(O)c(O)c2c(=O)cc(-c3ccccc3)oc12
CHEMBL477817,,Cc1c(Nc2c(C#N)cnc3sc(/C=C/C(=O)N4CCCC4)cc23)ccc2[nH]ccc12
CHEMBL477860,,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccncc2)c(O)c1
CHEMBL477861,,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477862,,COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)nc1O
CHEMBL477863,5,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)nc1O
CHEMBL477877,,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccco2)c(O)c1
CHEMBL478487,,Cc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL478488,4.32,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccccc2)c(O)c1
CHEMBL478832,6.42,O=c1cc(-c2ccccc2)oc2c(CN3CCSCC3)c(O)c(O)c(O)c12
CHEMBL478849,4.73,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CN3CCCCC3)c(O)cc(O)c12
CHEMBL478850,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CN3CCOCC3)c(O)cc(O)c12
CHEMBL479040,6.57,CN1CCN(Cc2c(O)c(O)c(O)c3c(=O)cc(-c4ccccc4)oc23)CC1
CHEMBL479254,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCOCC1
CHEMBL479255,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCN(C)CC1
CHEMBL482678,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccccc43)cc2)CC1
CHEMBL482679,,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(N2CCOCC2)cc1
CHEMBL482883,,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCOCC2)cc1
CHEMBL482918,,O=C1NC(=O)c2ccc(-c3ccc(O)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL482919,,COc1cccc(-c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)c1
CHEMBL483081,4.51,CN1CCN(c2ncc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1
CHEMBL483514,,O=C1NC(=O)c2ccc(-c3ccc(Cl)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL483530,,COc1ccc(-c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)cc1
CHEMBL483535,4.8,N#Cc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL483728,,C[C@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)C[C@@H](C)N1
CHEMBL484274,,CCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL484288,,COc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL484477,,COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc(O)c1OC
CHEMBL485502,4.37,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL485503,,COCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL485818,4.84,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O
CHEMBL485877,,O=C1NC(=O)c2ccc(N3CCOCC3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL485878,,CN1CCN(c2ccc3c(c2)/C(=C/Nc2ccc(CN4CCCCC4)cc2)C(=O)NC3=O)CC1
CHEMBL485892,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(N5CCCCC5)cc43)cc2)CC1
CHEMBL486091,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccsc5)cc43)cc2)CC1
CHEMBL486284,,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486285,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4cc(Br)ccc43)cc2)CC1
CHEMBL486286,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(Br)cc43)cc2)CC1
CHEMBL486301,,O=C1NC(=O)c2ccc(Cl)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486302,,O=C1NC(=O)c2ccc(I)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486487,,CN(C)C(=O)c1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL486497,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1
CHEMBL486711,,O=C1NC(=O)c2ccc(-c3ccsc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486712,,O=C1NC(=O)c2ccc(-c3ccc(F)cc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL487326,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccccc5)cc43)cc2)CC1
CHEMBL487327,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccco5)cc43)cc2)CC1
CHEMBL487328,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cc2)CC1
CHEMBL487521,,O=C1NC(=O)c2ccc(-c3ccccc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL487526,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(C(=O)N(C)C)cc43)cc2)CC1
CHEMBL487531,5.09,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccc(C=O)cc5)cc43)cc2)CC1
CHEMBL487730,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-n5cccc5)cc43)cc2)CC1
CHEMBL487731,4.86,CC(=O)Nc1ccc2c(c1)/C(=C/Nc1ccc(N3CCN(C)CC3)cc1)C(=O)NC2=O
CHEMBL487737,4.48,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(C#Cc5ccccc5)cc43)cc2)CC1
CHEMBL488128,,CN1CC2CC1CN2c1ccc(N/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1
CHEMBL488342,5.14,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc([N+](=O)[O-])cc43)cc2)CC1
CHEMBL488349,,O=C1NC(=O)c2ccc(-c3cccnc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL488548,,CC(=O)Nc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL488549,,O=C1NC(=O)c2ccc(N3CCCCC3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL488562,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cc2F)CC1
CHEMBL488955,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)CC1
CHEMBL489030,,COc1coc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1=O
CHEMBL489039,5.09,COc1ccc(CN/C=C2\C(=O)NC(=O)c3cccc(Br)c32)cc1O
CHEMBL489244,,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL489245,5.22,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL489246,4.65,COc1ccc2c(c1)/C(=C/NCc1ccc(OC)c(O)c1)C(=O)NC2=O
CHEMBL489430,4.31,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccccc32)cc1O
CHEMBL489432,,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(F)cc32)cc1O
CHEMBL489445,5.01,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-n4cccc4)cc32)cc1O
CHEMBL489627,4.43,O=C1NC(=O)c2ccccc2/C1=C/NCc1ccc(O)cc1
CHEMBL489629,5.02,CC(C)(C)c1ccc2c(c1)/C(=C/NCc1cc(O)c(-c3ccoc3)cn1)C(=O)NC2=O
CHEMBL489631,,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Cl)cc32)cc1O
CHEMBL489646,4.63,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccsc4)cc32)cc1O
CHEMBL489655,,O=C1NC(=O)c2ccc(-c3ccc(Oc4ccccc4)cc3)cc2/C1=C\Nc1ccc(CN2CCCCC2)cc1
CHEMBL489833,6.03,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21
CHEMBL489853,5.6,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccoc4)cc32)cc1O
CHEMBL489854,,COc1ccc(C(C)N/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL490053,,COc1ccc(CN(C)/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL490240,5.51,O=C1NC(=O)c2ccc(C3CCCC3)cc2/C1=C/NCc1cc(O)c(-c2ccoc2)cn1
CHEMBL490241,,COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)ccn1
CHEMBL490251,4.53,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccn(-c2ccccc2)c(=O)c1
CHEMBL490451,4.94,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccn(-c2ccoc2)c(=O)c1
CHEMBL491647,5.07,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12
CHEMBL492244,6.52,CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1.Cl
CHEMBL492646,5.75,Cl.O=C1Nc2cc(Br)ccc2C1=C1Nc2ccccc2/C1=N\OCCN1CCOCC1
CHEMBL493656,5.55,COCCN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1
CHEMBL493657,6.05,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCOCCO)CC1
CHEMBL493683,5.96,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCOCC1
CHEMBL493883,6.35,Cl.O=C1Nc2cc(Br)ccc2C1=C1Nc2ccccc2/C1=N\OCCN1CCCC1
CHEMBL494481,6.31,CN(C)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1
CHEMBL494663,6.22,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN(CCO)CCO
CHEMBL494685,6.3,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCCC1
CHEMBL494686,,CCN(CC)C(=O)O/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1
CHEMBL494867,6.62,CN(CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1)CC(O)CO
CHEMBL495093,6.96,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCC(O)CO
CHEMBL496567,6.12,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](N)CC3)s2)o1
CHEMBL496569,6.47,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)c1ccccc1
CHEMBL496754,5.54,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CCCCC1
CHEMBL498659,7.42,Cl.O=C(N[C@H]1CCCNC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL50,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL50,4.7,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL502651,,Nc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL504155,5.5,CC(=O)Nc1c[nH]nc1-c1nc2ccccc2[nH]1
CHEMBL504547,4.61,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1
CHEMBL505798,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCCC1
CHEMBL506669,4.3,CCOC(=N)c1nc2ccc3ncn(CC)c(=O)c3c2s1
CHEMBL507162,,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OCc1ccccc1
CHEMBL507167,6.36,N[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2c(F)cccc2F)CC1
CHEMBL508541,6.15,CNCCCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL510863,4.89,CCOC(=N)c1nc2ccc3ncn(C(C)C)c(=O)c3c2s1
CHEMBL511280,,N#CCCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL511394,9.15,CCNCc1cncc(-c2cnc3c(c2)C(c2nc4cc(F)ccc4[nH]2)N=N3)c1
CHEMBL511992,,O=C(O)CCCn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL512342,,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)ccc2n1CCc1nnn[nH]1
CHEMBL514554,6.31,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1
CHEMBL514678,4.79,CC(C)(C)c1ccc2c(c1)/C(=C/NCc1cc(O)c(-c3ccccc3)cn1)C(=O)NC2=O
CHEMBL515631,5.21,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C(C)(C)C)cc32)cc1O
CHEMBL515949,,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)nc2)CC1
CHEMBL516003,5.96,O=C(Nc1ccccc1F)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1
CHEMBL516907,,COc1cc(O)c(C(=O)/C=C/c2ccccc2)cc1CN1CCSCC1
CHEMBL517516,4.93,COC(=O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@H](O)[C@@H]1O
CHEMBL517744,,CN(C)CC(O)Cn1c2ccc(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O
CHEMBL517977,6.55,O=c1cc(-c2ccccc2)oc2c(CN3CCOCC3)c(O)c(O)c(O)c12
CHEMBL518280,,CN1CCN(Cc2c(O)cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc23)CC1
CHEMBL518383,8,O=C(Nc1ccc(F)cc1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL518732,4.66,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1O
CHEMBL520020,,O=C1NC(=O)c2ccc(Br)cc2/C1=C/NCc1ccc(O)c(O)c1
CHEMBL520458,,O=C1NC(=O)c2ccc(-c3cccc(O)c3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL520864,,O=C1NC(=O)c2ccc([N+](=O)[O-])cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL521459,5.66,CN1CCN(c2cnc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)cn2)CC1
CHEMBL521834,6.72,CN(C)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1.Cl
CHEMBL521868,6,Cl.O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN(CCO)CCO
CHEMBL521922,4.87,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1cc(O)c(-c2ccoc2)cn1
CHEMBL522214,4.77,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CCOCC1
CHEMBL522503,6.22,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCN(CCO)CC1
CHEMBL522537,6.4,CN1CCN(CCO/N=C2C(=C3/C(=O)Nc4cc(Br)ccc43)/Nc3ccccc3/2)CC1
CHEMBL522563,5.82,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)c1ccc(F)cc1
CHEMBL522590,4.87,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21
CHEMBL522760,4.33,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12
CHEMBL522868,7.05,CCN(CC)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1
CHEMBL522891,6.64,O=C(Nc1c[nH]nc1-c1nc2ccccc2[nH]1)c1ccccc1
CHEMBL523047,,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCBr
CHEMBL523435,,COc1cccc2c(C3=C(c4cn(C)c5cc(I)c(F)cc45)C(=O)NC3=O)coc12
CHEMBL523694,6.72,CCN(CC)CCO/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1.Cl
CHEMBL523714,6.52,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCN1CCNCC1
CHEMBL523780,4.46,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccccc4)cc32)cc1O
CHEMBL523923,6.54,O=C(Nc1cccnc1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1
CHEMBL525044,,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\OCCO
CHEMBL529661,,O=C1NC(=O)c2ccc(-n3cccc3)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL529669,5.77,O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1c2c2cc(O)ccc2n1CCN1CCOCC1
CHEMBL530335,4.61,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccoc5)cc43)nn2)CC1
CHEMBL539917,,NNc1nn2c(Cc3ccccc3)nnc2s1
CHEMBL540752,4.72,Cc1nnc2sc(S)nn12
CHEMBL542013,,CCSc1nn2c(C)nnc2s1
CHEMBL550712,,Nc1nc(O)c(Cc2nn3c(Cc4ccccc4)nnc3s2)s1
CHEMBL550855,,Cc1nnc2sc(Cc3n[nH]c4[nH]c(=S)[nH]c(=S)c34)nn12
CHEMBL550856,4.6,Sc1nn2c(Cc3ccccc3)nnc2s1
CHEMBL551258,4.96,Clc1ccc(OCc2nnc3sc(SSc4nn5c(COc6ccc(Cl)cc6)nnc5s4)nn23)cc1
CHEMBL551318,5.17,Cc1nnc2sc(SSc3nn4c(C)nnc4s3)nn12
CHEMBL551663,4.6,c1ccc(CSc2nn3c(Cc4ccccc4)nnc3s2)cc1
CHEMBL551664,,Clc1ccc(OCc2nnc3sc(SCc4ccccc4)nn23)cc1
CHEMBL551722,4.66,Cc1nnc2sc(NN)nn12
CHEMBL553906,,Cc1nnc2sc(-c3ccc(N)cc3)nn12
CHEMBL555229,6.05,Sc1nn2c(COc3ccc(Cl)cc3)nnc2s1
CHEMBL556214,4.92,Cc1nnc2sc(Cc3sc(N)nc3O)nn12
CHEMBL556836,5.28,c1ccc(Cc2nnc3sc(SSc4nn5c(Cc6ccccc6)nnc5s4)nn23)cc1
CHEMBL557237,,CCSc1nn2c(Cc3ccccc3)nnc2s1
CHEMBL557238,,CCSc1nn2c(COc3ccc(Cl)cc3)nnc2s1
CHEMBL559301,6.04,Nc1nc(O)c(Cc2nn3c(COc4ccc(Cl)cc4)nnc3s2)s1
CHEMBL561179,5.19,Nc1ccc(-c2nn3c(COc4ccc(Cl)cc4)nnc3s2)cc1
CHEMBL561708,,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL561985,,Cc1nnc2sc(SCc3ccccc3)nn12
CHEMBL562319,,Nc1ccc(-c2nn3c(Cc4ccccc4)nnc3s2)cc1
CHEMBL563674,4.85,S=c1[nH]c(=S)c2c(Cc3nn4c(Cc5ccccc5)nnc4s3)n[nH]c2[nH]1
CHEMBL563733,4.54,S=c1[nH]c(=S)c2c(Cc3nn4c(COc5ccc(Cl)cc5)nnc4s3)n[nH]c2[nH]1
CHEMBL564829,6.4,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2
CHEMBL570313,4.55,NNc1nn2c(COc3ccc(Cl)cc3)nnc2s1
CHEMBL572878,,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1
CHEMBL597754,8.22,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2
CHEMBL599224,8.3,CC(=O)N1CCC(Nc2ncc3c(n2)-c2c(c(C(N)=O)nn2C)CC3)CC1
CHEMBL599428,8.22,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2
CHEMBL601719,,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
CHEMBL602937,,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21
CHEMBL604712,6.35,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C
CHEMBL64758,5.68,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Br)ccc3c21
CHEMBL68975,4.92,CC(C)CCOc1nc(N)nc(N)c1N=O
CHEMBL71484,4.57,Nc1nc(N)c(N=O)c(OCc2ccccc2)n1
CHEMBL81714,,O=C(NCc1ccc(O)cc1O)c1ccc2ccc(C(=O)O)c(O)c2n1
CHEMBL8260,5.18,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12
CHEMBL941,,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1